event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,event_text,technique_id,technique_name,tactic
EVT00126,2025-08-01 10:25:00,92.232.195.222,10.0.10.99,admin,malware detection,SSH,India,India,Device-63,Windows 10,Blocked,High,0,Yes,CVE-2024-1045,6.0,WebServer,HR,malware detection blocked high,,,
EVT00127,2025-08-01 10:30:00,198.223.141.137,10.0.4.236,alice,failed login,HTTPS,India,India,Device-105,Windows 10,Blocked,High,11,No,CVE-2024-2201,4.0,Finance-PC-02,IT,failed login blocked high,T1110,Brute Force,Credential Access
EVT00128,2025-08-01 10:35:00,44.154.64.224,10.0.8.183,alex,sql injection attempt,HTTP,India,India,Device-43,Windows 10,Failed,High,0,No,CVE-2024-1045,1.6,Firewall,Finance,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00129,2025-08-01 10:40:00,81.87.141.220,10.0.7.80,admin,malware detection,SSH,India,India,Device-40,Linux,Blocked,High,0,Yes,CVE-2023-1234,9.2,Database-01,Finance,malware detection blocked high,,,
EVT00130,2025-08-01 10:45:00,176.95.245.137,10.0.0.253,admin,failed login,HTTP,India,India,Device-167,Windows 10,Blocked,High,16,No,CVE-2024-2201,8.6,Firewall,Finance,failed login blocked high,T1110,Brute Force,Credential Access
EVT00131,2025-08-01 10:50:00,48.192.16.251,10.0.4.227,root,sql injection attempt,HTTP,India,India,Device-16,Windows 11,Blocked,Critical,0,No,CVE-2024-2201,5.6,Database-01,Finance,sql injection attempt blocked critical,,,
EVT00132,2025-08-01 10:55:00,75.3.100.25,10.0.2.58,alice,login success,SMB,India,India,Device-69,Windows 11,Failed,Low,7,No,,3.1,Firewall,Sales,login success failed low,T1110,Brute Force,Credential Access
EVT00133,2025-08-01 11:00:00,47.182.100.111,10.0.1.71,john,usb device connected,HTTP,India,India,Device-196,Windows 11,Failed,Medium,0,No,CVE-2024-1045,0.2,Finance-PC-02,Finance,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00134,2025-08-01 11:05:00,93.42.121.174,10.0.3.23,david,brute force,HTTP,India,India,Device-155,Windows 10,Failed,High,18,No,,2.2,Finance-PC-02,IT,brute force failed high,T1110,Brute Force,Credential Access
EVT00135,2025-08-01 11:10:00,128.178.69.125,10.0.1.131,alice,login success,SMB,India,India,Device-172,Windows 10,Blocked,Medium,18,No,,4.8,Finance-PC-02,IT,login success blocked medium,T1110,Brute Force,Credential Access
EVT00136,2025-08-01 11:15:00,169.165.9.254,10.0.2.233,alice,privilege escalation,HTTP,India,India,Device-81,Windows 10,Blocked,High,0,No,CVE-2024-2201,9.5,Finance-PC-02,IT,privilege escalation blocked high,,,
EVT00137,2025-08-01 11:20:00,75.24.59.111,10.0.6.238,root,privilege escalation,HTTP,India,India,Device-72,Windows 10,Detected,High,0,No,CVE-2024-2201,6.1,Database-01,Finance,privilege escalation detected high,,,
EVT00138,2025-08-01 11:25:00,102.182.98.102,10.0.7.39,david,brute force,HTTP,India,India,Device-10,Linux,Failed,High,2,No,,0.4,Firewall,Sales,brute force failed high,T1110,Brute Force,Credential Access
EVT00139,2025-08-01 11:30:00,180.167.87.145,10.0.7.102,admin,phishing email,SSH,India,India,Device-142,Linux,Detected,Medium,0,No,CVE-2024-1045,5.9,HR-PC-01,IT,phishing email detected medium,,,
EVT00140,2025-08-01 11:35:00,113.121.155.218,10.0.1.114,alice,sql injection attempt,HTTP,India,India,Device-42,Windows 11,Detected,Critical,0,No,,9.5,Firewall,Finance,sql injection attempt detected critical,,,
EVT00141,2025-08-01 11:40:00,123.4.119.227,10.0.9.16,david,brute force,HTTP,India,India,Device-131,Windows 11,Detected,Critical,14,No,,3.1,Database-01,HR,brute force detected critical,,,
EVT00142,2025-08-01 11:45:00,207.157.119.142,10.0.6.120,david,sql injection attempt,SMB,India,India,Device-142,Windows 10,Failed,High,0,No,CVE-2024-2201,5.9,Database-01,Finance,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00143,2025-08-01 11:50:00,209.174.60.109,10.0.6.183,alex,brute force,SMB,India,India,Device-189,Windows 11,Detected,Critical,14,No,CVE-2023-1234,3.6,Database-01,IT,brute force detected critical,,,
EVT00144,2025-08-01 11:55:00,185.54.49.138,10.0.6.36,david,failed login,SSH,India,India,Device-47,Windows 10,Detected,High,16,No,,5.9,Firewall,Sales,failed login detected high,T1110,Brute Force,Credential Access
EVT00145,2025-08-01 12:00:00,75.178.88.216,10.0.9.70,john,usb device connected,TCP,India,India,Device-143,Windows 11,Success,Medium,0,No,CVE-2024-1045,4.5,HR-PC-01,Sales,usb device connected success medium,,,
EVT00146,2025-08-01 12:05:00,27.198.27.192,10.0.7.72,david,sql injection attempt,SSH,India,India,Device-85,Linux,Success,Critical,0,No,CVE-2024-1045,4.0,Finance-PC-02,Sales,sql injection attempt success critical,,,
EVT00147,2025-08-01 12:10:00,82.74.179.249,10.0.2.157,john,port scan,HTTP,India,India,Device-56,Windows 10,Failed,Low,0,No,,7.0,Finance-PC-02,IT,port scan failed low,T1110,Brute Force,Credential Access
EVT00148,2025-08-01 12:15:00,96.164.143.102,10.0.0.100,david,usb device connected,SSH,India,India,Device-78,Linux,Blocked,Low,0,No,CVE-2023-1234,3.1,HR-PC-01,HR,usb device connected blocked low,,,
EVT00149,2025-08-01 12:20:00,126.92.228.40,10.0.7.28,root,failed login,TCP,India,India,Device-138,Windows 10,Blocked,High,15,No,CVE-2024-2201,7.2,HR-PC-01,Sales,failed login blocked high,T1110,Brute Force,Credential Access
EVT00150,2025-08-01 12:25:00,101.111.85.62,10.0.8.52,root,sql injection attempt,HTTP,India,India,Device-14,Windows 10,Success,High,0,No,CVE-2024-2201,4.2,WebServer,Finance,sql injection attempt success high,,,
EVT00151,2025-08-01 12:30:00,153.209.107.202,10.0.4.233,john,sql injection attempt,HTTPS,India,India,Device-102,Linux,Detected,High,0,No,CVE-2024-1045,0.1,HR-PC-01,HR,sql injection attempt detected high,,,
EVT00152,2025-08-01 12:35:00,157.163.196.53,10.0.4.25,david,malware detection,TCP,India,India,Device-90,Windows 11,Detected,High,0,Yes,CVE-2024-1045,1.1,Database-01,Finance,malware detection detected high,,,
EVT00153,2025-08-01 12:40:00,84.141.106.50,10.0.2.43,root,brute force,HTTP,India,India,Device-38,Windows 11,Detected,High,18,No,CVE-2024-1045,4.3,HR-PC-01,Finance,brute force detected high,,,
EVT00154,2025-08-01 12:45:00,6.183.89.58,10.0.3.178,david,phishing email,SMB,India,India,Device-126,Windows 11,Success,Low,0,No,CVE-2024-1045,5.3,Firewall,HR,phishing email success low,,,
EVT00155,2025-08-01 12:50:00,36.143.178.252,10.0.1.99,david,malware detection,TCP,India,India,Device-136,Windows 10,Failed,High,0,Yes,CVE-2024-1045,2.1,WebServer,Finance,malware detection failed high,T1110,Brute Force,Credential Access
EVT00156,2025-08-01 12:55:00,210.96.36.205,10.0.1.209,admin,login success,SSH,India,India,Device-85,Windows 11,Detected,Medium,18,No,CVE-2023-1234,6.7,Database-01,Sales,login success detected medium,T1110,Brute Force,Credential Access
EVT00157,2025-08-01 13:00:00,193.196.210.112,10.0.5.248,root,sql injection attempt,HTTP,India,India,Device-51,Windows 11,Failed,Critical,0,No,CVE-2024-1045,2.4,Database-01,Sales,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00158,2025-08-01 13:05:00,146.48.27.45,10.0.8.2,admin,usb device connected,SSH,India,India,Device-72,Windows 10,Failed,Medium,0,No,CVE-2024-1045,7.0,HR-PC-01,Sales,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00159,2025-08-01 13:10:00,13.232.66.177,10.0.8.94,root,sql injection attempt,TCP,India,India,Device-90,Windows 11,Failed,Critical,0,No,,4.4,Database-01,IT,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00160,2025-08-01 13:15:00,74.12.241.164,10.0.0.124,admin,sql injection attempt,SMB,India,India,Device-111,Windows 11,Detected,High,0,No,,1.3,Finance-PC-02,Sales,sql injection attempt detected high,,,
EVT00161,2025-08-01 13:20:00,134.194.244.214,10.0.5.113,admin,malware detection,TCP,India,India,Device-54,Linux,Blocked,Critical,0,Yes,,1.0,WebServer,HR,malware detection blocked critical,,,
EVT00162,2025-08-01 13:25:00,177.44.1.132,10.0.6.234,john,failed login,TCP,India,India,Device-79,Windows 10,Success,High,18,No,CVE-2023-1234,5.6,Finance-PC-02,IT,failed login success high,T1110,Brute Force,Credential Access
EVT00163,2025-08-01 13:30:00,71.244.224.57,10.0.4.233,alice,phishing email,SSH,India,India,Device-114,Linux,Success,Low,0,No,CVE-2024-2201,5.1,Finance-PC-02,Sales,phishing email success low,,,
EVT00164,2025-08-01 13:35:00,47.164.203.195,10.0.10.178,david,privilege escalation,SMB,India,India,Device-153,Windows 10,Detected,Critical,0,No,CVE-2024-1045,3.1,WebServer,HR,privilege escalation detected critical,,,
EVT00165,2025-08-01 13:40:00,212.184.132.217,10.0.4.203,root,usb device connected,HTTPS,India,India,Device-36,Windows 11,Failed,Low,0,No,CVE-2023-1234,8.5,Finance-PC-02,Sales,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00166,2025-08-01 13:45:00,139.190.64.183,10.0.0.138,john,phishing email,HTTPS,India,India,Device-160,Windows 11,Detected,Medium,0,No,CVE-2024-2201,0.1,HR-PC-01,IT,phishing email detected medium,,,
EVT00167,2025-08-01 13:50:00,29.50.164.155,10.0.9.164,alex,phishing email,SMB,India,India,Device-115,Windows 11,Detected,Medium,0,No,CVE-2024-2201,5.9,WebServer,HR,phishing email detected medium,,,
EVT00168,2025-08-01 13:55:00,30.21.60.143,10.0.8.79,john,brute force,HTTP,India,India,Device-137,Windows 11,Failed,High,6,No,,5.0,Firewall,Sales,brute force failed high,T1110,Brute Force,Credential Access
EVT00169,2025-08-01 14:00:00,74.127.35.220,10.0.9.68,admin,privilege escalation,TCP,India,India,Device-111,Linux,Blocked,Critical,0,No,CVE-2023-1234,4.2,WebServer,HR,privilege escalation blocked critical,,,
EVT00170,2025-08-01 14:05:00,9.219.212.91,10.0.5.131,john,malware detection,HTTP,India,India,Device-58,Windows 11,Success,Critical,0,Yes,CVE-2024-2201,0.7,Finance-PC-02,Finance,malware detection success critical,,,
EVT00171,2025-08-01 14:10:00,40.195.54.123,10.0.10.188,root,malware detection,TCP,India,India,Device-121,Windows 10,Blocked,High,0,Yes,CVE-2024-2201,10.0,Database-01,HR,malware detection blocked high,,,
EVT00172,2025-08-01 14:15:00,202.195.234.138,10.0.0.34,john,file access,SSH,India,India,Device-166,Windows 11,Blocked,Low,0,No,CVE-2023-1234,2.0,HR-PC-01,IT,file access blocked low,,,
EVT00173,2025-08-01 14:20:00,148.59.91.128,10.0.5.181,alex,malware detection,SMB,India,India,Device-163,Linux,Detected,High,0,Yes,CVE-2023-1234,5.5,Finance-PC-02,IT,malware detection detected high,,,
EVT00174,2025-08-01 14:25:00,109.65.31.75,10.0.6.158,david,file access,TCP,India,India,Device-52,Linux,Blocked,Low,0,No,CVE-2023-1234,6.0,HR-PC-01,IT,file access blocked low,,,
EVT00175,2025-08-01 14:30:00,40.132.12.144,10.0.10.188,admin,sql injection attempt,HTTPS,India,India,Device-117,Windows 10,Success,Critical,0,No,CVE-2024-2201,1.4,WebServer,Sales,sql injection attempt success critical,,,
EVT00176,2025-08-01 14:35:00,123.66.200.126,10.0.3.131,admin,file access,SSH,India,India,Device-16,Windows 10,Success,Low,0,No,CVE-2024-1045,6.7,Finance-PC-02,IT,file access success low,,,
EVT00177,2025-08-01 14:40:00,89.21.34.19,10.0.0.150,alice,privilege escalation,HTTPS,India,India,Device-79,Windows 11,Detected,Critical,0,No,CVE-2024-2201,8.5,Database-01,Finance,privilege escalation detected critical,,,
EVT00178,2025-08-01 14:45:00,84.119.127.163,10.0.3.80,alice,port scan,SMB,India,India,Device-83,Linux,Blocked,Low,0,No,,6.6,HR-PC-01,HR,port scan blocked low,,,
EVT00179,2025-08-01 14:50:00,221.82.43.67,10.0.6.52,john,brute force,HTTP,India,India,Device-142,Linux,Success,Critical,10,No,CVE-2023-1234,9.1,Database-01,HR,brute force success critical,,,
EVT00180,2025-08-01 14:55:00,56.205.57.180,10.0.4.198,john,login success,HTTPS,India,India,Device-131,Linux,Detected,Medium,10,No,,0.7,Database-01,IT,login success detected medium,T1110,Brute Force,Credential Access
EVT00181,2025-08-01 15:00:00,183.234.5.154,10.0.2.118,david,port scan,SMB,India,India,Device-29,Windows 11,Success,Medium,0,No,CVE-2024-1045,3.1,Firewall,Finance,port scan success medium,,,
EVT00182,2025-08-01 15:05:00,90.136.147.13,10.0.0.224,admin,privilege escalation,SSH,India,India,Device-11,Windows 11,Success,High,0,No,CVE-2024-2201,4.5,HR-PC-01,IT,privilege escalation success high,,,
EVT00183,2025-08-01 15:10:00,29.98.15.50,10.0.10.232,john,malware detection,SMB,India,India,Device-153,Linux,Success,Critical,0,Yes,CVE-2023-1234,9.8,WebServer,HR,malware detection success critical,,,
EVT00184,2025-08-01 15:15:00,215.4.114.36,10.0.1.5,john,usb device connected,HTTPS,India,India,Device-148,Windows 11,Blocked,Low,0,No,CVE-2024-1045,4.0,Firewall,Finance,usb device connected blocked low,,,
EVT00185,2025-08-01 15:20:00,139.197.206.136,10.0.8.137,david,sql injection attempt,HTTPS,India,India,Device-23,Windows 11,Detected,High,0,No,CVE-2023-1234,1.3,Firewall,HR,sql injection attempt detected high,,,
EVT00186,2025-08-01 15:25:00,133.26.162.38,10.0.3.82,david,port scan,TCP,India,India,Device-105,Linux,Detected,Low,0,No,,8.0,WebServer,HR,port scan detected low,,,
EVT00187,2025-08-01 15:30:00,140.199.139.152,10.0.0.56,john,port scan,HTTPS,India,India,Device-181,Windows 10,Blocked,Medium,0,No,,9.3,HR-PC-01,HR,port scan blocked medium,,,
EVT00188,2025-08-01 15:35:00,59.45.107.123,10.0.2.14,alex,port scan,SSH,India,India,Device-73,Windows 11,Failed,Low,0,No,,8.4,WebServer,Sales,port scan failed low,T1110,Brute Force,Credential Access
EVT00189,2025-08-01 15:40:00,210.111.239.208,10.0.10.240,admin,usb device connected,SSH,India,India,Device-58,Windows 11,Failed,Low,0,No,CVE-2024-2201,5.1,Finance-PC-02,Finance,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00190,2025-08-01 15:45:00,217.226.133.242,10.0.6.92,david,file access,SMB,India,India,Device-59,Windows 10,Success,Low,0,No,CVE-2024-1045,6.9,Firewall,Finance,file access success low,,,
EVT00191,2025-08-01 15:50:00,7.214.252.16,10.0.7.231,admin,failed login,HTTP,India,India,Device-117,Windows 10,Success,High,10,No,,2.8,Firewall,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT00192,2025-08-01 15:55:00,111.159.226.187,10.0.3.126,alex,brute force,SSH,India,India,Device-8,Linux,Blocked,Critical,3,No,CVE-2024-2201,2.6,Firewall,IT,brute force blocked critical,,,
EVT00193,2025-08-01 16:00:00,170.92.112.76,10.0.1.44,david,sql injection attempt,HTTPS,India,India,Device-103,Linux,Detected,Critical,0,No,CVE-2023-1234,6.6,WebServer,Sales,sql injection attempt detected critical,,,
EVT00194,2025-08-01 16:05:00,172.17.30.5,10.0.4.10,alice,phishing email,HTTPS,India,India,Device-46,Linux,Detected,Low,0,No,CVE-2024-2201,0.2,HR-PC-01,HR,phishing email detected low,,,
EVT00195,2025-08-01 16:10:00,217.29.11.113,10.0.8.51,david,malware detection,HTTP,India,India,Device-46,Windows 11,Success,High,0,Yes,CVE-2023-1234,0.4,HR-PC-01,IT,malware detection success high,,,
EVT00196,2025-08-01 16:15:00,10.216.113.209,10.0.4.173,root,usb device connected,SSH,India,India,Device-49,Windows 11,Detected,Low,0,No,CVE-2023-1234,4.0,Finance-PC-02,Finance,usb device connected detected low,,,
EVT00197,2025-08-01 16:20:00,145.12.40.121,10.0.6.42,david,usb device connected,HTTP,India,India,Device-140,Linux,Failed,Medium,0,No,CVE-2024-2201,9.9,Finance-PC-02,Finance,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00198,2025-08-01 16:25:00,117.203.192.74,10.0.3.92,root,sql injection attempt,SMB,India,India,Device-184,Linux,Failed,Critical,0,No,CVE-2024-2201,0.2,WebServer,Finance,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00199,2025-08-01 16:30:00,68.129.251.5,10.0.2.211,david,file access,TCP,India,India,Device-57,Windows 11,Success,Low,0,No,CVE-2023-1234,0.6,WebServer,IT,file access success low,,,
EVT00200,2025-08-01 16:35:00,202.12.29.70,10.0.0.136,david,usb device connected,HTTP,India,India,Device-92,Linux,Detected,Medium,0,No,,3.4,HR-PC-01,Sales,usb device connected detected medium,,,
EVT00201,2025-08-01 16:40:00,22.117.225.144,10.0.5.254,david,file access,SSH,India,India,Device-182,Linux,Detected,Medium,0,No,CVE-2024-2201,1.9,WebServer,Finance,file access detected medium,,,
EVT00202,2025-08-01 16:45:00,18.162.90.38,10.0.10.30,root,sql injection attempt,HTTP,India,India,Device-123,Linux,Failed,Critical,0,No,CVE-2024-2201,6.2,Database-01,HR,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00203,2025-08-01 16:50:00,192.70.204.109,10.0.7.90,alex,privilege escalation,TCP,India,India,Device-137,Windows 11,Success,High,0,No,CVE-2024-2201,2.5,Database-01,Sales,privilege escalation success high,,,
EVT00204,2025-08-01 16:55:00,110.173.246.231,10.0.5.21,root,usb device connected,SMB,India,India,Device-15,Windows 11,Detected,Medium,0,No,CVE-2024-1045,0.9,WebServer,IT,usb device connected detected medium,,,
EVT00205,2025-08-01 17:00:00,185.235.205.183,10.0.8.131,alice,brute force,HTTPS,India,India,Device-143,Windows 10,Success,High,12,No,CVE-2023-1234,2.4,HR-PC-01,HR,brute force success high,,,
EVT00206,2025-08-01 17:05:00,162.193.28.75,10.0.5.198,alex,phishing email,TCP,India,India,Device-178,Linux,Detected,Low,0,No,CVE-2024-2201,5.8,Firewall,Finance,phishing email detected low,,,
EVT00207,2025-08-01 17:10:00,150.228.49.109,10.0.6.189,admin,file access,SMB,India,India,Device-5,Windows 11,Detected,Low,0,No,CVE-2024-2201,1.8,WebServer,HR,file access detected low,,,
EVT00208,2025-08-01 17:15:00,157.210.85.202,10.0.9.121,alex,privilege escalation,HTTPS,India,India,Device-150,Linux,Blocked,Critical,0,No,,7.8,Finance-PC-02,Sales,privilege escalation blocked critical,,,
EVT00209,2025-08-01 17:20:00,117.201.64.129,10.0.10.21,root,brute force,SMB,India,India,Device-158,Windows 10,Blocked,High,12,No,CVE-2023-1234,7.3,HR-PC-01,HR,brute force blocked high,,,
EVT00210,2025-08-01 17:25:00,32.130.4.249,10.0.1.214,alex,privilege escalation,TCP,India,India,Device-120,Windows 11,Detected,High,0,No,CVE-2024-1045,7.8,WebServer,HR,privilege escalation detected high,,,
EVT00211,2025-08-01 17:30:00,28.49.19.149,10.0.10.30,admin,failed login,HTTPS,India,India,Device-107,Windows 11,Blocked,High,3,No,,8.4,Finance-PC-02,HR,failed login blocked high,T1110,Brute Force,Credential Access
EVT00212,2025-08-01 17:35:00,126.87.180.213,10.0.9.102,root,brute force,SMB,India,India,Device-172,Windows 11,Blocked,Critical,16,No,,9.3,WebServer,IT,brute force blocked critical,,,
EVT00213,2025-08-01 17:40:00,26.230.44.1,10.0.10.13,alex,phishing email,HTTPS,India,India,Device-141,Windows 10,Blocked,Medium,0,No,CVE-2023-1234,3.8,Database-01,Finance,phishing email blocked medium,,,
EVT00214,2025-08-01 17:45:00,191.12.187.224,10.0.7.25,david,brute force,HTTP,India,India,Device-71,Windows 11,Blocked,Critical,8,No,CVE-2024-1045,3.3,Firewall,HR,brute force blocked critical,,,
EVT00215,2025-08-01 17:50:00,158.3.117.182,10.0.7.92,alex,port scan,HTTP,India,India,Device-105,Linux,Blocked,Low,0,No,CVE-2023-1234,9.0,Finance-PC-02,IT,port scan blocked low,,,
EVT00216,2025-08-01 17:55:00,76.163.101.251,10.0.3.59,alex,privilege escalation,HTTP,India,India,Device-97,Windows 10,Blocked,High,0,No,,10.0,Firewall,HR,privilege escalation blocked high,,,
EVT00217,2025-08-01 18:00:00,24.141.51.57,10.0.1.110,david,file access,HTTP,India,India,Device-30,Linux,Detected,Medium,0,No,CVE-2024-1045,1.6,HR-PC-01,Finance,file access detected medium,,,
EVT00218,2025-08-01 18:05:00,65.76.15.57,10.0.4.237,david,sql injection attempt,SMB,India,India,Device-138,Windows 11,Blocked,High,0,No,,9.1,Database-01,HR,sql injection attempt blocked high,,,
